County, FIPS,Value_Index
"Erie County, Ohio",39043,0.2922
"Fairfield County, Ohio",39045,0.2062
"Fayette County, Ohio",39047,0.4755
"Franklin County, Ohio",39049,0.6356
"Fulton County, Ohio",39051,0.0996
"Gallia County, Ohio",39053,0.4949
"Geauga County, Ohio",39055,0.1111
"Greene County, Ohio",39057,0.1623
"Guernsey County, Ohio",39059,0.5598
"Hamilton County, Ohio",39061,0.6006
"Hancock County, Ohio",39063,0.1712
"Hardin County, Ohio",39065,0.3676
"Harrison County, Ohio",39067,0.5983
"Henry County, Ohio",39069,0.0983
"Highland County, Ohio",39071,0.5652
"Hocking County, Ohio",39073,0.3393
"Holmes County, Ohio",39075,0.4313
"Huron County, Ohio",39077,0.2801
"Jackson County, Ohio",39079,0.5051
"Jefferson County, Ohio",39081,0.4176
"Knox County, Ohio",39083,0.2463
"Lake County, Ohio",39085,0.1579
"Lawrence County, Ohio",39087,0.4293
"Licking County, Ohio",39089,0.2116
"Logan County, Ohio",39091,0.1314
"Lorain County, Ohio",39093,0.4679
"Lucas County, Ohio",39095,0.7101
"Madison County, Ohio",39097,0.2167
"Mahoning County, Ohio",39099,0.6378
"Marion County, Ohio",39101,0.5022
"Medina County, Ohio",39103,0.0111
"Meigs County, Ohio",39105,0.5904
"Mercer County, Ohio",39107,0.0207
"Miami County, Ohio",39109,0.0907
"Monroe County, Ohio",39111,0.2482
"Montgomery County, Ohio",39113,0.7171
"Morgan County, Ohio",39115,0.4287
"Morrow County, Ohio",39117,0.1668
"Muskingum County, Ohio",39119,0.4873
"Noble County, Ohio",39121,0.5143
"Ottawa County, Ohio",39123,0.1267
"Paulding County, Ohio",39125,0.1474
"Perry County, Ohio",39127,0.4768
"Pickaway County, Ohio",39129,0.318
"Pike County, Ohio",39131,0.6038
"Portage County, Ohio",39133,0.2877
"Preble County, Ohio",39135,0.043
"Putnam County, Ohio",39137,0.0105
"Richland County, Ohio",39139,0.6566
"Ross County, Ohio",39141,0.6101
"Sandusky County, Ohio",39143,0.2858
"Scioto County, Ohio",39145,0.7511
"Seneca County, Ohio",39147,0.2339
"Shelby County, Ohio",39149,0.1957
"Stark County, Ohio",39151,0.323
"Summit County, Ohio",39153,0.4586
"Trumbull County, Ohio",39155,0.492
"Tuscarawas County, Ohio",39157,0.4424
"Union County, Ohio",39159,0.0223
"Van Wert County, Ohio",39161,0.0821
"Vinton County, Ohio",39163,0.5251
"Warren County, Ohio",39165,0.0516
"Washington County, Ohio",39167,0.3374
"Wayne County, Ohio",39169,0.4274
"Williams County, Ohio",39171,0.134
"Wood County, Ohio",39173,0.176
"Wyandot County, Ohio",39175,0.099
"Adair County, Oklahoma",40001,0.9262
"Alfalfa County, Oklahoma",40003,0.2807
"Atoka County, Oklahoma",40005,0.8036
"Beaver County, Oklahoma",40007,0.429
"Beckham County, Oklahoma",40009,0.8024
"Blaine County, Oklahoma",40011,0.7046
"Bryan County, Oklahoma",40013,0.8746
"Caddo County, Oklahoma",40015,0.9048
"Canadian County, Oklahoma",40017,0.2906
"Carter County, Oklahoma",40019,0.7976
"Cherokee County, Oklahoma",40021,0.9491
"Choctaw County, Oklahoma",40023,0.9223
"Cimarron County, Oklahoma",40025,0.4484
"Cleveland County, Oklahoma",40027,0.4914
"Coal County, Oklahoma",40029,0.8215
"Comanche County, Oklahoma",40031,0.9293
"Cotton County, Oklahoma",40033,0.5878
"Craig County, Oklahoma",40035,0.8931
"Creek County, Oklahoma",40037,0.5025
"Custer County, Oklahoma",40039,0.6945
"Delaware County, Oklahoma",40041,0.8055
"Dewey County, Oklahoma",40043,0.3074
"Ellis County, Oklahoma",40045,0.4621
"Garfield County, Oklahoma",40047,0.7215
"Garvin County, Oklahoma",40049,0.514
"Grady County, Oklahoma",40051,0.3488
"Grant County, Oklahoma",40053,0.1948
"Greer County, Oklahoma",40055,0.7094
"Harmon County, Oklahoma",40057,0.7944
"Harper County, Oklahoma",40059,0.5446
"Haskell County, Oklahoma",40061,0.8049
"Hughes County, Oklahoma",40063,0.8348
"Jackson County, Oklahoma",40065,0.732
"Jefferson County, Oklahoma",40067,0.7957
"Johnston County, Oklahoma",40069,0.8141
"Kay County, Oklahoma",40071,0.8482
"Kingfisher County, Oklahoma",40073,0.3059
"Kiowa County, Oklahoma",40075,0.5824
"Latimer County, Oklahoma",40077,0.8797
"Le Flore County, Oklahoma",40079,0.894
"Lincoln County, Oklahoma",40081,0.4137
"Logan County, Oklahoma",40083,0.337
"Love County, Oklahoma",40085,0.8062
"McClain County, Oklahoma",40087,0.2887
"McCurtain County, Oklahoma",40089,0.8975
"McIntosh County, Oklahoma",40091,0.7836
"Major County, Oklahoma",40093,0.3195
"Marshall County, Oklahoma",40095,0.7556
"Mayes County, Oklahoma",40097,0.7578
"Murray County, Oklahoma",40099,0.7518
"Muskogee County, Oklahoma",40101,0.9761
"Noble County, Oklahoma",40103,0.3708
"Nowata County, Oklahoma",40105,0.6674
"Okfuskee County, Oklahoma",40107,0.866
"Oklahoma County, Oklahoma",40109,0.825
"Okmulgee County, Oklahoma",40111,0.8912
"Osage County, Oklahoma",40113,0.6082
"Ottawa County, Oklahoma",40115,0.9398
"Pawnee County, Oklahoma",40117,0.4475
"Payne County, Oklahoma",40119,0.5411
"Pittsburg County, Oklahoma",40121,0.8631
"Pontotoc County, Oklahoma",40123,0.6601
"Pottawatomie County, Oklahoma",40125,0.7533
"Pushmataha County, Oklahoma",40127,0.8784
"Roger Mills County, Oklahoma",40129,0.261
"Rogers County, Oklahoma",40131,0.3603
"Seminole County, Oklahoma",40133,0.9586
"Sequoyah County, Oklahoma",40135,0.8622
"Stephens County, Oklahoma",40137,0.6903
"Texas County, Oklahoma",40139,0.8835
"Tillman County, Oklahoma",40141,0.9322
"Tulsa County, Oklahoma",40143,0.7753
"Wagoner County, Oklahoma",40145,0.4822
"Washington County, Oklahoma",40147,0.5073
"Washita County, Oklahoma",40149,0.5694
"Woods County, Oklahoma",40151,0.4433
"Woodward County, Oklahoma",40153,0.6178
"Baker County, Oregon",41001,0.6022
"Benton County, Oregon",41003,0.4443
"Clackamas County, Oregon",41005,0.3004
"Clatsop County, Oregon",41007,0.5608
"Columbia County, Oregon",41009,0.31
"Coos County, Oregon",41011,0.7591
"Crook County, Oregon",41013,0.4644
"Curry County, Oregon",41015,0.6264
"Deschutes County, Oregon",41017,0.3122
"Douglas County, Oregon",41019,0.6279
"Gilliam County, Oregon",41021,0.3756
"Grant County, Oregon",41023,0.5286
"Harney County, Oregon",41025,0.5436
"Hood River County, Oregon",41027,0.6642
"Jackson County, Oregon",41029,0.6976
"Jefferson County, Oregon",41031,0.9179
"Josephine County, Oregon",41033,0.7126
"Klamath County, Oregon",41035,0.8673
"Lake County, Oregon",41037,0.8256
"Lane County, Oregon",41039,0.7336
"Lincoln County, Oregon",41041,0.7151
"Linn County, Oregon",41043,0.6738
"Malheur County, Oregon",41045,0.9943
"Marion County, Oregon",41047,0.8857
"Morrow County, Oregon",41049,0.7225
"Multnomah County, Oregon",41051,0.577
"Polk County, Oregon",41053,0.5099
"Sherman County, Oregon",41055,0.3281
"Tillamook County, Oregon",41057,0.5968
"Umatilla County, Oregon",41059,0.9475
"Union County, Oregon",41061,0.675
"Wallowa County, Oregon",41063,0.3059
"Wasco County, Oregon",41065,0.8778
"Washington County, Oregon",41067,0.3495
"Wheeler County, Oregon",41069,0.3574
"Yamhill County, Oregon",41071,0.5999
"Adams County, Pennsylvania",42001,0.2072
"Allegheny County, Pennsylvania",42003,0.2944
"Armstrong County, Pennsylvania",42005,0.1735
"Beaver County, Pennsylvania",42007,0.2447
"Bedford County, Pennsylvania",42009,0.1435
"Berks County, Pennsylvania",42011,0.6384
"Blair County, Pennsylvania",42013,0.3768
"Bradford County, Pennsylvania",42015,0.395
"Bucks County, Pennsylvania",42017,0.1372
"Butler County, Pennsylvania",42019,0.0812
"Cambria County, Pennsylvania",42021,0.3326
"Cameron County, Pennsylvania",42023,0.5506
"Carbon County, Pennsylvania",42025,0.2664
"Centre County, Pennsylvania",42027,0.3033
"Chester County, Pennsylvania",42029,0.1665
"Clarion County, Pennsylvania",42031,0.3657
"Clearfield County, Pennsylvania",42033,0.5649
"Clinton County, Pennsylvania",42035,0.5191
"Columbia County, Pennsylvania",42037,0.2209
"Crawford County, Pennsylvania",42039,0.5019
"Cumberland County, Pennsylvania",42041,0.1961
"Dauphin County, Pennsylvania",42043,0.5315
"Delaware County, Pennsylvania",42045,0.5477
"Elk County, Pennsylvania",42047,0.0656
"Erie County, Pennsylvania",42049,0.6464
"Fayette County, Pennsylvania",42051,0.577
"Forest County, Pennsylvania",42053,0.5617
"Franklin County, Pennsylvania",42055,0.3154
"Fulton County, Pennsylvania",42057,0.1451
"Greene County, Pennsylvania",42059,0.3482
"Huntingdon County, Pennsylvania",42061,0.3332
"Indiana County, Pennsylvania",42063,0.5366
"Jefferson County, Pennsylvania",42065,0.2632
"Juniata County, Pennsylvania",42067,0.4351
"Lackawanna County, Pennsylvania",42069,0.5449
"Lancaster County, Pennsylvania",42071,0.5586
"Lawrence County, Pennsylvania",42073,0.4787
"Lebanon County, Pennsylvania",42075,0.62
"Lehigh County, Pennsylvania",42077,0.7384
"Luzerne County, Pennsylvania",42079,0.6346
"Lycoming County, Pennsylvania",42081,0.4653
"McKean County, Pennsylvania",42083,0.4357
"Mercer County, Pennsylvania",42085,0.5496
"Mifflin County, Pennsylvania",42087,0.4752
"Monroe County, Pennsylvania",42089,0.3994
"Montgomery County, Pennsylvania",42091,0.2142
"Montour County, Pennsylvania",42093,0.3472
"Northampton County, Pennsylvania",42095,0.3517
"Northumberland County, Pennsylvania",42097,0.4262
"Perry County, Pennsylvania",42099,0.1365
"Philadelphia County, Pennsylvania",42101,0.9484
"Pike County, Pennsylvania",42103,0.2123
"Potter County, Pennsylvania",42105,0.4803
"Schuylkill County, Pennsylvania",42107,0.4316
"Snyder County, Pennsylvania",42109,0.2438
"Somerset County, Pennsylvania",42111,0.3377
"Sullivan County, Pennsylvania",42113,0.346
"Susquehanna County, Pennsylvania",42115,0.2218
"Tioga County, Pennsylvania",42117,0.3011
"Union County, Pennsylvania",42119,0.3759
"Venango County, Pennsylvania",42121,0.3651
"Warren County, Pennsylvania",42123,0.1477
"Washington County, Pennsylvania",42125,0.1859
"Wayne County, Pennsylvania",42127,0.332
"Westmoreland County, Pennsylvania",42129,0.1203
"Wyoming County, Pennsylvania",42131,0.1289
"York County, Pennsylvania",42133,0.3323
"Bristol County, Rhode Island",44001,0.1544
"Kent County, Rhode Island",44003,0.2183
"Newport County, Rhode Island",44005,0.3027
"Providence County, Rhode Island",44007,0.7893
"Washington County, Rhode Island",44009,0.1257
"Abbeville County, South Carolina",45001,0.8281
"Aiken County, South Carolina",45003,0.668
"Allendale County, South Carolina",45005,0.9975
"Anderson County, South Carolina",45007,0.6871
"Bamberg County, South Carolina",45009,0.9173
"Barnwell County, South Carolina",45011,0.9577
"Beaufort County, South Carolina",45013,0.507
"Berkeley County, South Carolina",45015,0.6213
"Calhoun County, South Carolina",45017,0.8068
"Charleston County, South Carolina",45019,0.4519
"Cherokee County, South Carolina",45021,0.7155
"Chester County, South Carolina",45023,0.648
"Chesterfield County, South Carolina",45025,0.9316
"Clarendon County, South Carolina",45027,0.9758
"Colleton County, South Carolina",45029,0.8701
"Darlington County, South Carolina",45031,0.9303
"Dillon County, South Carolina",45033,0.9599
"Dorchester County, South Carolina",45035,0.6461
"Edgefield County, South Carolina",45037,0.8304
"Fairfield County, South Carolina",45039,0.7304
"Florence County, South Carolina",45041,0.8453
"Georgetown County, South Carolina",45043,0.7037
"Greenville County, South Carolina",45045,0.6041
"Greenwood County, South Carolina",45047,0.9169
"Hampton County, South Carolina",45049,0.853
"Horry County, South Carolina",45051,0.7368
"Jasper County, South Carolina",45053,0.9433
"Kershaw County, South Carolina",45055,0.4879
"Lancaster County, South Carolina",45057,0.5165
"Laurens County, South Carolina",45059,0.9061
"Lee County, South Carolina",45061,0.9265
"Lexington County, South Carolina",45063,0.4984
"McCormick County, South Carolina",45065,0.5872
"Marion County, South Carolina",45067,0.9354
"Marlboro County, South Carolina",45069,0.9892
"Newberry County, South Carolina",45071,0.8227
"Oconee County, South Carolina",45073,0.7817
"Orangeburg County, South Carolina",45075,0.8924
"Pickens County, South Carolina",45077,0.5659
"Richland County, South Carolina",45079,0.781
"Saluda County, South Carolina",45081,0.8826
"Spartanburg County, South Carolina",45083,0.7772
"Sumter County, South Carolina",45085,0.9179
"Union County, South Carolina",45087,0.8571
"Williamsburg County, South Carolina",45089,0.964
"York County, South Carolina",45091,0.3727
"Aurora County, South Dakota",46003,0.1569
"Beadle County, South Dakota",46005,0.6044
"Bennett County, South Dakota",46007,0.8743
"Bon Homme County, South Dakota",46009,0.1789
"Brookings County, South Dakota",46011,0.1416
"Brown County, South Dakota",46013,0.2008
"Brule County, South Dakota",46015,0.2966
"Buffalo County, South Dakota",46017,0.9863
"Butte County, South Dakota",46019,0.4997
"Campbell County, South Dakota",46021,0.0236
"Charles Mix County, South Dakota",46023,0.7288
"Clark County, South Dakota",46025,0.1445
"Clay County, South Dakota",46027,0.5684
"Codington County, South Dakota",46029,0.3466
"Corson County, South Dakota",46031,0.7575
"Custer County, South Dakota",46033,0.3453
"Davison County, South Dakota",46035,0.3291
"Day County, South Dakota",46037,0.1353
"Deuel County, South Dakota",46039,0.0344
"Dewey County, South Dakota",46041,0.8224
"Douglas County, South Dakota",46043,0.2365
"Edmunds County, South Dakota",46045,0.0089
"Fall River County, South Dakota",46047,0.5509
"Faulk County, South Dakota",46049,0.2546
"Grant County, South Dakota",46051,0.0929
"Gregory County, South Dakota",46053,0.1582
"Haakon County, South Dakota",46055,0.3052
"Hamlin County, South Dakota",46057,0.1238
"Hand County, South Dakota",46059,0.0347
"Hanson County, South Dakota",46061,0.0022
"Harding County, South Dakota",46063,0.0293
"Hughes County, South Dakota",46065,0.3701
"Hutchinson County, South Dakota",46067,0.1741
"Hyde County, South Dakota",46069,0.0051
"Jackson County, South Dakota",46071,0.9793
"Jerauld County, South Dakota",46073,0.1311
"Jones County, South Dakota",46075,0.1283
"Kingsbury County, South Dakota",46077,0.0461
"Lake County, South Dakota",46079,0.1531
"Lawrence County, South Dakota",46081,0.338
"Lincoln County, South Dakota",46083,0.0395
"Lyman County, South Dakota",46085,0.7708
"McCook County, South Dakota",46087,0.0792
"McPherson County, South Dakota",46089,0.1114
"Marshall County, South Dakota",46091,0.112
"Meade County, South Dakota",46093,0.19
"Mellette County, South Dakota",46095,0.8463
"Miner County, South Dakota",46097,0.1525
"Minnehaha County, South Dakota",46099,0.4013
"Moody County, South Dakota",46101,0.2731
"Oglala Lakota/Shannon County, South Dakota",46102,0.9911
"Pennington County, South Dakota",46103,0.5726
"Perkins County, South Dakota",46105,0.3342
"Potter County, South Dakota",46107,0.0372
"Roberts County, South Dakota",46109,0.7409
"Sanborn County, South Dakota",46111,0.0837
"Spink County, South Dakota",46115,0.0554
"Stanley County, South Dakota",46117,0.015
"Sully County, South Dakota",46119,0.0302
"Todd County, South Dakota",46121,0.9628
"Tripp County, South Dakota",46123,0.5121
"Turner County, South Dakota",46125,0.0856
"Union County, South Dakota",46127,0.0697
"Walworth County, South Dakota",46129,0.4838
"Yankton County, South Dakota",46135,0.2737
"Ziebach County, South Dakota",46137,0.9106
"Anderson County, Tennessee",47001,0.6299
"Bedford County, Tennessee",47003,0.6989
"Benton County, Tennessee",47005,0.4418
"Bledsoe County, Tennessee",47007,0.6757
"Blount County, Tennessee",47009,0.2842
"Bradley County, Tennessee",47011,0.7292
"Campbell County, Tennessee",47013,0.7568
"Cannon County, Tennessee",47015,0.3144
"Carroll County, Tennessee",47017,0.5493
"Carter County, Tennessee",47019,0.6454
"Cheatham County, Tennessee",47021,0.2763
"Chester County, Tennessee",47023,0.5064
"Claiborne County, Tennessee",47025,0.6369
"Clay County, Tennessee",47027,0.6477
"Cocke County, Tennessee",47029,0.6814
"Coffee County, Tennessee",47031,0.5414
"Crockett County, Tennessee",47033,0.7594
"Cumberland County, Tennessee",47035,0.4328
"Davidson County, Tennessee",47037,0.6916
"Decatur County, Tennessee",47039,0.3679
"DeKalb County, Tennessee",47041,0.6267
"Dickson County, Tennessee",47043,0.3463
"Dyer County, Tennessee",47045,0.6973
"Fayette County, Tennessee",47047,0.4656
"Fentress County, Tennessee",47049,0.4628
"Franklin County, Tennessee",47051,0.528
"Gibson County, Tennessee",47053,0.7829
"Giles County, Tennessee",47055,0.4844
"Grainger County, Tennessee",47057,0.5045
"Greene County, Tennessee",47059,0.5885
"Grundy County, Tennessee",47061,0.8186
"Hamblen County, Tennessee",47063,0.8689
"Hamilton County, Tennessee",47065,0.5404
"Hancock County, Tennessee",47067,0.8367
"Hardeman County, Tennessee",47069,0.8889
"Hardin County, Tennessee",47071,0.5216
"Hawkins County, Tennessee",47073,0.5796
"Haywood County, Tennessee",47075,0.8816
"Henderson County, Tennessee",47077,0.6162
"Henry County, Tennessee",47079,0.6133
"Hickman County, Tennessee",47081,0.3386
"Houston County, Tennessee",47083,0.4946
"Humphreys County, Tennessee",47085,0.3068
"Jackson County, Tennessee",47087,0.6155
"Jefferson County, Tennessee",47089,0.563
"Johnson County, Tennessee",47091,0.6337
"Knox County, Tennessee",47093,0.3498
"Lake County, Tennessee",47095,0.9526
"Lauderdale County, Tennessee",47097,0.972
"Lawrence County, Tennessee",47099,0.802
"Lewis County, Tennessee",47101,0.5111
"Lincoln County, Tennessee",47103,0.4539
"Loudon County, Tennessee",47105,0.2479
"McMinn County, Tennessee",47107,0.6537
"McNairy County, Tennessee",47109,0.4144
"Macon County, Tennessee",47111,0.5611
"Madison County, Tennessee",47113,0.8536
"Marion County, Tennessee",47115,0.4271
"Marshall County, Tennessee",47117,0.4933
"Maury County, Tennessee",47119,0.3278
"Meigs County, Tennessee",47121,0.4978
"Monroe County, Tennessee",47123,0.6474
"Montgomery County, Tennessee",47125,0.5589
"Moore County, Tennessee",47127,0.1108
"Morgan County, Tennessee",47129,0.6884
"Obion County, Tennessee",47131,0.7626
"Overton County, Tennessee",47133,0.4497
"Perry County, Tennessee",47135,0.5487
"Pickett County, Tennessee",47137,0.2794
"Polk County, Tennessee",47139,0.4666
"Putnam County, Tennessee",47141,0.6365
"Rhea County, Tennessee",47143,0.7505
"Roane County, Tennessee",47145,0.3205
"Robertson County, Tennessee",47147,0.3097
"Rutherford County, Tennessee",47149,0.3975
"Scott County, Tennessee",47151,0.7454
"Sequatchie County, Tennessee",47153,0.5401
"Sevier County, Tennessee",47155,0.6633
"Shelby County, Tennessee",47157,0.8803
"Smith County, Tennessee",47159,0.3861
"Stewart County, Tennessee",47161,0.295
"Sullivan County, Tennessee",47163,0.5452
"Sumner County, Tennessee",47165,0.3001
"Tipton County, Tennessee",47167,0.3937
"Trousdale County, Tennessee",47169,0.3141
"Unicoi County, Tennessee",47171,0.6286
"Union County, Tennessee",47173,0.5105
"Van Buren County, Tennessee",47175,0.5767
"Warren County, Tennessee",47177,0.7836
"Washington County, Tennessee",47179,0.6136
"Wayne County, Tennessee",47181,0.7406
"Weakley County, Tennessee",47183,0.6404
"White County, Tennessee",47185,0.4691
"Williamson County, Tennessee",47187,0.0213
"Wilson County, Tennessee",47189,0.1738
"Anderson County, Texas",48001,0.8428
"Andrews County, Texas",48003,0.6419
"Angelina County, Texas",48005,0.9889
"Aransas County, Texas",48007,0.9376
"Archer County, Texas",48009,0.2301
"Armstrong County, Texas",48011,0.1356
"Atascosa County, Texas",48013,0.7877
"Austin County, Texas",48015,0.7613
"Bailey County, Texas",48017,0.7928
"Bandera County, Texas",48019,0.6104
"Bastrop County, Texas",48021,0.8008
"Baylor County, Texas",48023,0.3087
"Bee County, Texas",48025,0.9472
"Bell County, Texas",48027,0.9214
"Bexar County, Texas",48029,0.9249
"Blanco County, Texas",48031,0.3297
"Borden County, Texas",48033,0.3396
"Bosque County, Texas",48035,0.6486
"Bowie County, Texas",48037,0.8581
"Brazoria County, Texas",48039,0.6174
"Brazos County, Texas",48041,0.8132
"Brewster County, Texas",48043,0.7849
"Briscoe County, Texas",48045,0.5197
"Brooks County, Texas",48047,0.9764
"Brown County, Texas",48049,0.7855
"Burleson County, Texas",48051,0.5226
"Burnet County, Texas",48053,0.6076
"Caldwell County, Texas",48055,0.9055
"Calhoun County, Texas",48057,0.7393
"Callahan County, Texas",48059,0.2778
"Cameron County, Texas",48061,0.9828
"Camp County, Texas",48063,0.8717
"Carson County, Texas",48065,0.0379
"Cass County, Texas",48067,0.8393
"Castro County, Texas",48069,0.8409
"Chambers County, Texas",48071,0.4742
"Cherokee County, Texas",48073,0.9494
"Childress County, Texas",48075,0.718
"Clay County, Texas",48077,0.2295
"Cochran County, Texas",48079,0.9026
"Coke County, Texas",48081,0.4924
"Coleman County, Texas",48083,0.6117
"Collin County, Texas",48085,0.2931
"Collingsworth County, Texas",48087,0.9624
"Colorado County, Texas",48089,0.7339
"Comal County, Texas",48091,0.2992
"Comanche County, Texas",48093,0.6913
"Concho County, Texas",48095,0.4987
"Cooke County, Texas",48097,0.6394
"Coryell County, Texas",48099,0.816
"Cottle County, Texas",48101,0.8651
"Crane County, Texas",48103,0.6388
"Crockett County, Texas",48105,0.7027
"Crosby County, Texas",48107,0.9278
"Culberson County, Texas",48109,0.985
"Dallam County, Texas",48111,0.6305
"Dallas County, Texas",48113,0.8899
"Dawson County, Texas",48115,0.9908
"Deaf Smith County, Texas",48117,0.7654
"Delta County, Texas",48119,0.3504
"Denton County, Texas",48121,0.3447
"DeWitt County, Texas",48123,0.874
"Dickens County, Texas",48125,0.8829
"Dimmit County, Texas",48127,1
"Donley County, Texas",48129,0.3383
"Duval County, Texas",48131,0.9825
"Eastland County, Texas",48133,0.8237
"Ector County, Texas",48135,0.8985
"Edwards County, Texas",48137,0.6735
"Ellis County, Texas",48139,0.5334
"El Paso County, Texas",48141,0.9803
"Erath County, Texas",48143,0.7998
"Falls County, Texas",48145,0.9905
"Fannin County, Texas",48147,0.5681
"Fayette County, Texas",48149,0.4535
"Fisher County, Texas",48151,0.2441
"Floyd County, Texas",48153,0.7616
"Foard County, Texas",48155,0.6881
"Fort Bend County, Texas",48157,0.4513
"Franklin County, Texas",48159,0.4309
"Freestone County, Texas",48161,0.8472
"Frio County, Texas",48163,0.9838
"Gaines County, Texas",48165,0.7584
"Galveston County, Texas",48167,0.7352
"Garza County, Texas",48169,0.6359
"Gillespie County, Texas",48171,0.5923
"Glasscock County, Texas",48173,0.352
"Goliad County, Texas",48175,0.543
"Gonzales County, Texas",48177,0.8867
"Gray County, Texas",48179,0.7759
"Grayson County, Texas",48181,0.6741
"Gregg County, Texas",48183,0.9128
"Grimes County, Texas",48185,0.8749
"Guadalupe County, Texas",48187,0.5331
"Hale County, Texas",48189,0.9313
"Hall County, Texas",48191,0.9045
"Hamilton County, Texas",48193,0.5882
"Hansford County, Texas",48195,0.7638
"Hardeman County, Texas",48197,0.6445
"Hardin County, Texas",48199,0.4889
"Harris County, Texas",48201,0.8953
"Harrison County, Texas",48203,0.8959
"Hartley County, Texas",48205,0.5964
"Haskell County, Texas",48207,0.9386
"Hays County, Texas",48209,0.6585
"Hemphill County, Texas",48211,0.6941
"Henderson County, Texas",48213,0.859
"Hidalgo County, Texas",48215,0.9882
"Hill County, Texas",48217,0.8781
"Hockley County, Texas",48219,0.9395
"Hood County, Texas",48221,0.4545
"Hopkins County, Texas",48223,0.6801
"Houston County, Texas",48225,0.9465
"Howard County, Texas",48227,0.9096
"Hudspeth County, Texas",48229,0.9997
"Hunt County, Texas",48231,0.8842
"Hutchinson County, Texas",48233,0.45
"Irion County, Texas",48235,0.3746
"Jack County, Texas",48237,0.8167
"Jackson County, Texas",48239,0.7645
"Jasper County, Texas",48241,0.9424
"Jeff Davis County, Texas",48243,0.6044
"Jefferson County, Texas",48245,0.9554
"Jim Hogg County, Texas",48247,0.9679
"Jim Wells County, Texas",48249,0.8628
"Johnson County, Texas",48251,0.6108
"Jones County, Texas",48253,0.6362
"Karnes County, Texas",48255,0.8469
"Kaufman County, Texas",48257,0.7008
"Kendall County, Texas",48259,0.2244
"Kenedy County, Texas",48261,0.6649
"Kent County, Texas",48263,0.1731
"Kerr County, Texas",48265,0.7842
"Kimble County, Texas",48267,0.627
"King County, Texas",48269,0.3215
"Kinney County, Texas",48271,0.7132
"Kleberg County, Texas",48273,0.9876
"Knox County, Texas",48275,0.7339
"Lamar County, Texas",48277,0.8523
"Lamb County, Texas",48279,0.8848
"Lampasas County, Texas",48281,0.7002
"La Salle County, Texas",48283,0.8679
"Lavaca County, Texas",48285,0.5812
"Lee County, Texas",48287,0.7031
"Leon County, Texas",48289,0.7295
"Liberty County, Texas",48291,0.9787
"Limestone County, Texas",48293,0.9414
"Lipscomb County, Texas",48295,0.6505
"Live Oak County, Texas",48297,0.7995
"Llano County, Texas",48299,0.6652
"Loving County, Texas",48301,0.1334
"Lubbock County, Texas",48303,0.8269
"Lynn County, Texas",48305,0.8345
"McCulloch County, Texas",48307,0.7782
"McLennan County, Texas",48309,0.9144
"McMullen County, Texas",48311,0.7202
"Madison County, Texas",48313,0.832
"Marion County, Texas",48315,0.7043
"Martin County, Texas",48317,0.3931
"Mason County, Texas",48319,0.4373
"Matagorda County, Texas",48321,0.9341
"Maverick County, Texas",48323,0.9822
"Medina County, Texas",48325,0.7463
"Menard County, Texas",48327,0.7702
"Midland County, Texas",48329,0.6614
"Milam County, Texas",48331,0.8806
"Mills County, Texas",48333,0.5993
"Mitchell County, Texas",48335,0.5656
"Montague County, Texas",48337,0.6776
"Montgomery County, Texas",48339,0.5293
"Moore County, Texas",48341,0.8001
"Morris County, Texas",48343,0.7915
"Motley County, Texas",48345,0.4446
"Nacogdoches County, Texas",48347,0.9965
"Navarro County, Texas",48349,0.958
"Newton County, Texas",48351,0.8596
"Nolan County, Texas",48353,0.9707
"Nueces County, Texas",48355,0.9233
"Ochiltree County, Texas",48357,0.8109
"Oldham County, Texas",48359,0.1528
"Orange County, Texas",48361,0.6206
"Palo Pinto County, Texas",48363,0.7887
"Panola County, Texas",48365,0.6954
"Parker County, Texas",48367,0.3116
"Parmer County, Texas",48369,0.5748
"Pecos County, Texas",48371,0.9115
"Polk County, Texas",48373,0.9453
"Potter County, Texas",48375,0.9774
"Presidio County, Texas",48377,0.9994
"Rains County, Texas",48379,0.4115
"Randall County, Texas",48381,0.3584
"Reagan County, Texas",48383,0.4936
"Real County, Texas",48385,0.8106
"Red River County, Texas",48387,0.6509
"Reeves County, Texas",48389,0.9042
"Refugio County, Texas",48391,0.929
"Roberts County, Texas",48393,0.1139
"Robertson County, Texas",48395,0.8568
"Rockwall County, Texas",48397,0.1407
"Runnels County, Texas",48399,0.543
"Rusk County, Texas",48401,0.7979
"Sabine County, Texas",48403,0.5239
"San Augustine County, Texas",48405,0.9389
"San Jacinto County, Texas",48407,0.7231
"San Patricio County, Texas",48409,0.9201
"San Saba County, Texas",48411,0.7763
"Schleicher County, Texas",48413,0.7069
"Scurry County, Texas",48415,0.7699
"Shackelford County, Texas",48417,0.7416
"Shelby County, Texas",48419,0.9596
"Sherman County, Texas",48421,0.4198
"Smith County, Texas",48423,0.8189
"Somervell County, Texas",48425,0.5481
"Starr County, Texas",48427,0.986
"Stephens County, Texas",48429,0.9589
"Sterling County, Texas",48431,0.2511
"Stonewall County, Texas",48433,0.4962
"Sutton County, Texas",48435,0.7495
"Swisher County, Texas",48437,0.9796
"Tarrant County, Texas",48439,0.7476
"Taylor County, Texas",48441,0.7696
"Terrell County, Texas",48443,0.162
"Terry County, Texas",48445,0.987
"Throckmorton County, Texas",48447,0.402
"Titus County, Texas",48449,0.8724
